0.1,-0.006638,
0.2,-0.00663,
0.3,-0.006623,
0.4,-0.006618,
0.5,-0.006613,
0.6,-0.006607,
0.7,-0.006601,
0.8,-0.006598,
0.9,-0.006592,
1,-0.00659,
1.1,-0.006587,
1.2,-0.006585,
1.3,-0.006581,
1.4,-0.006579,
1.5,-0.006577,
1.6,-0.006575,
1.7,-0.006573,
1.8,-0.006572,
1.9,-0.006571,
2,-0.006571,
2.1,-0.006571,
2.2,-0.00657,
2.3,-0.006569,
2.4,-0.006571,
2.5,-0.00657,
2.6,-0.00657,
2.7,-0.006571,
2.8,-0.006572,
2.9,-0.006572,
3,-0.006574,
3.1,-0.006576,
3.2,-0.006577,
3.3,-0.006578,
3.4,-0.006579,
3.5,-0.006581,
3.6,-0.006582,
3.7,-0.006584,
3.8,-0.006586,
3.9,-0.006587,
4,-0.006589,
4.1,-0.006591,
4.2,-0.006594,
4.3,-0.006595,
4.4,-0.006599,
4.5,-0.006601,
4.6,-0.006603,
4.7,-0.006605,
4.8,-0.006606,
4.9,-0.006608,
5,-0.006609,
5.1,-0.006612,
5.2,-0.006612,
5.3,-0.006615,
5.4,-0.006617,
5.5,-0.006618,
5.6,-0.00662,
5.7,-0.006621,
5.8,-0.006623,
5.9,-0.006623,
6,-0.006626,
6.1,-0.006628,
6.2,-0.006629,
6.3,-0.006632,
6.4,-0.006632,
6.5,-0.006634,
6.6,-0.006634,
6.7,-0.006637,
6.8,-0.006639,
6.9,-0.006641,
7,-0.006643,
7.1,-0.006645,
7.2,-0.006647,
7.3,-0.006648,
7.4,-0.00665,
7.5,-0.006651,
7.6,-0.006653,
7.7,-0.006656,
7.8,-0.006659,
7.9,-0.006661,
8,-0.00666,
8.1,-0.006663,
8.2,-0.006665,
8.3,-0.006666,
8.4,-0.006667,
8.5,-0.006669,
8.6,-0.006672,
8.7,-0.006673,
8.8,-0.006675,
8.9,-0.006676,
9,-0.006677,
9.1,-0.006678,
9.2,-0.006681,
9.3,-0.006682,
9.4,-0.006684,
9.5,-0.006686,
9.6,-0.006687,
9.7,-0.00669,
9.8,-0.00669,
9.9,-0.006692,
10,-0.006693,
10.1,-0.006696,
10.2,-0.006697,
10.3,-0.006698,
10.4,-0.0067,
10.5,-0.006701,
10.6,-0.006702,
10.7,-0.006705,
10.8,-0.006707,
10.9,-0.006708,
11,-0.006709,
11.1,-0.006712,
11.2,-0.006712,
11.3,-0.006713,
11.4,-0.006714,
11.5,-0.006715,
11.6,-0.006718,
11.7,-0.006719,
11.8,-0.00672,
11.9,-0.006721,
12,-0.006723,
12.1,-0.006726,
12.2,-0.006726,
12.3,-0.006727,
12.4,-0.006729,
12.5,-0.006729,
12.6,-0.006729,
12.7,-0.006732,
12.8,-0.006732,
12.9,-0.006732,
13,-0.006733,
13.1,-0.006735,
13.2,-0.006735,
13.3,-0.006734,
13.4,-0.006736,
13.5,-0.006736,
13.6,-0.006738,
13.7,-0.006739,
13.8,-0.006739,
13.9,-0.00674,
14,-0.00674,
14.1,-0.006741,
14.2,-0.006741,
14.3,-0.006741,
14.4,-0.006742,
14.5,-0.006742,
14.6,-0.006744,
14.7,-0.006743,
14.8,-0.006743,
14.9,-0.006743,
15,-0.006744,
15.1,-0.006744,
15.2,-0.006744,
15.3,-0.006745,
15.4,-0.006745,
15.5,-0.006745,
15.6,-0.006746,
15.7,-0.006747,
15.8,-0.006746,
15.9,-0.006746,
16,-0.006747,
16.1,-0.006749,
16.2,-0.006749,
16.3,-0.006749,
16.4,-0.006749,
16.5,-0.006749,
16.6,-0.006751,
16.7,-0.006751,
16.8,-0.006751,
16.9,-0.006752,
17,-0.006752,
17.1,-0.006753,
17.2,-0.006753,
17.3,-0.006753,
17.4,-0.006753,
17.5,-0.006754,
17.6,-0.006756,
17.7,-0.006756,
17.8,-0.006756,
17.9,-0.006756,
18,-0.006757,
18.1,-0.006756,
18.2,-0.006757,
18.3,-0.006757,
18.4,-0.006759,
18.5,-0.00676,
18.6,-0.00676,
18.7,-0.00676,
18.8,-0.00676,
18.9,-0.006761,
19,-0.006763,
19.1,-0.006762,
