20,-0.006459
20.1,-0.006463
20.2,-0.006458
20.3,-0.006459
20.4,-0.006459
20.5,-0.006457
20.6,-0.006462
20.7,-0.006457
20.8,-0.006463
20.9,-0.006458
21,-0.006461
21.1,-0.006459
21.2,-0.006459
21.3,-0.006462
21.4,-0.006457
21.5,-0.006463
21.6,-0.006459
21.7,-0.006463
21.8,-0.006459
21.9,-0.00646
22,-0.006461
22.1,-0.006458
22.2,-0.006463
22.3,-0.006458
22.4,-0.006464
22.5,-0.006458
22.6,-0.006461
22.7,-0.00646
22.8,-0.006457
22.9,-0.006461
23,-0.006457
23.1,-0.006463
23.2,-0.006459
23.3,-0.006463
23.4,-0.00646
23.5,-0.006459
23.6,-0.006461
23.7,-0.006456
23.8,-0.006462
23.9,-0.006457
24,-0.006462
24.1,-0.006459
24.2,-0.006461
24.3,-0.006462
24.4,-0.006458
24.5,-0.006463
24.6,-0.006457
24.7,-0.006463
24.8,-0.006459
24.9,-0.006463
25,-0.006462
25.1,-0.00646
25.2,-0.006464
25.3,-0.006459
25.4,-0.006464
25.5,-0.006459
25.6,-0.006463
25.7,-0.006462
25.8,-0.006462
25.9,-0.006464
26,-0.006461
26.1,-0.006465
26.2,-0.006461
26.3,-0.006465
26.4,-0.006461
26.5,-0.006464
26.6,-0.006463
26.7,-0.006462
26.8,-0.006466
26.9,-0.006461
27,-0.006466
27.1,-0.00646
27.2,-0.006464
27.3,-0.006462
27.4,-0.006462
27.5,-0.006465
27.6,-0.006461
27.7,-0.006467
27.8,-0.006462
27.9,-0.006465
28,-0.006462
28.1,-0.006463
28.2,-0.006463
28.3,-0.00646
28.4,-0.006466
28.5,-0.006461
28.6,-0.006467
28.7,-0.006462
28.8,-0.006464
28.9,-0.006463
29,-0.006461
29.1,-0.006465
29.2,-0.00646
29.3,-0.006466
29.4,-0.006463
29.5,-0.006467
29.6,-0.006464
29.7,-0.006463
29.8,-0.006463
29.9,-0.006461
30,-0.006466
30.1,-0.006463
30.2,-0.006467
30.3,-0.006464
30.4,-0.006466
30.5,-0.006464
30.6,-0.006462
30.7,-0.006465
30.8,-0.006461
30.9,-0.006468
31,-0.006463
31.1,-0.006467
31.2,-0.006465
31.3,-0.006463
31.4,-0.006464
31.5,-0.00646
31.6,-0.006466
31.7,-0.006462
31.8,-0.006467
31.9,-0.006464
32,-0.006465
32.1,-0.006465
32.2,-0.006461
32.3,-0.006465
32.4,-0.00646
32.5,-0.006466
32.6,-0.006461
32.7,-0.006465
32.8,-0.006464
32.9,-0.006461
33,-0.006465
33.1,-0.006459
33.2,-0.006464
33.3,-0.00646
33.4,-0.006465
33.5,-0.006462
33.6,-0.006463
33.7,-0.006464
33.8,-0.006459
33.9,-0.006464
34,-0.006458
34.1,-0.006464
34.2,-0.006461
34.3,-0.006463
34.4,-0.006463
34.5,-0.00646
34.6,-0.006463
34.7,-0.006457
34.8,-0.006462
34.9,-0.006457
35,-0.006461
35.1,-0.006457
35.2,-0.006451
35.3,-0.006448
35.4,-0.00644
35.5,-0.006444
35.6,-0.006433
35.7,-0.006432
35.8,-0.006428
35.9,-0.006415
36,-0.006393
36.1,-0.006386
36.2,-0.006405
36.3,-0.006418
36.4,-0.006442
36.5,-0.006452
36.6,-0.006464
36.7,-0.006469
36.8,-0.006468
36.9,-0.006473
37,-0.006472
37.1,-0.006481
37.2,-0.006479
37.3,-0.006483
37.4,-0.00648
37.5,-0.006479
37.6,-0.00648
37.7,-0.006475
37.8,-0.006473
37.9,-0.006467
38,-0.006471
38.1,-0.006466
38.2,-0.006468
38.3,-0.006475
38.4,-0.00648
38.5,-0.006485
38.6,-0.006479
38.7,-0.006483
38.8,-0.006477
38.9,-0.006469
39,-0.00645
39.1,-0.006437
39.2,-0.00645
39.3,-0.006449
39.4,-0.006453
39.5,-0.006446
39.6,-0.006437
39.7,-0.006419
39.8,-0.006411
39.9,-0.006418
40,-0.006442
40.1,-0.006463
40.2,-0.006452
40.3,-0.006447
40.4,-0.00643
40.5,-0.006427
40.6,-0.006437
40.7,-0.006453
40.8,-0.006474
40.9,-0.006468
41,-0.006441
41.1,-0.006394
41.2,-0.00637
41.3,-0.006365
41.4,-0.006357
41.5,-0.006348
41.6,-0.006331
41.7,-0.006324
41.8,-0.006318
41.9,-0.006318
42,-0.006308
42.1,-0.006305
42.2,-0.006294
42.3,-0.00628
42.4,-0.006277
42.5,-0.006267
42.6,-0.006267
42.7,-0.00626
42.8,-0.006258
42.9,-0.006253
43,-0.006251
43.1,-0.006246
43.2,-0.006217
43.3,-0.00619
43.4,-0.006162
43.5,-0.006148
43.6,-0.006128
43.7,-0.006106
43.8,-0.006075
43.9,-0.006037
44,-0.00601
44.1,-0.005983
44.2,-0.005963
44.3,-0.00594
44.4,-0.005932
44.5,-0.005917
44.6,-0.005894
44.7,-0.005882
44.8,-0.005871
44.9,-0.005874
45,-0.005878
45.1,-0.005887
45.2,-0.005882
45.3,-0.005878
45.4,-0.005874
45.5,-0.005866
45.6,-0.005867
45.7,-0.005858
45.8,-0.005844
45.9,-0.005827
46,-0.005813
46.1,-0.005801
46.2,-0.005785
46.3,-0.005761
46.4,-0.005714
46.5,-0.00568
46.6,-0.005663
46.7,-0.005658
46.8,-0.005649
46.9,-0.005638
47,-0.005624
47.1,-0.005599
47.2,-0.005577
47.3,-0.00555
47.4,-0.005532
47.5,-0.005524
47.6,-0.005532
47.7,-0.005545
47.8,-0.005547
47.9,-0.005547
48,-0.005545
48.1,-0.005549
48.2,-0.005534
48.3,-0.00552
48.4,-0.005505
48.5,-0.005496
48.6,-0.005484
48.7,-0.005457
48.8,-0.005424
48.9,-0.005389
49,-0.005371
49.1,-0.00535
49.2,-0.005334
49.3,-0.005324
49.4,-0.005309
49.5,-0.005294
49.6,-0.005277
49.7,-0.00527
49.8,-0.005258
49.9,-0.005248
50,-0.005227
50.1,-0.005203
50.2,-0.005192
50.3,-0.00518
50.4,-0.005176
50.5,-0.005169
50.6,-0.005166
50.7,-0.005157
50.8,-0.005152
50.9,-0.005146
51,-0.005134
51.1,-0.00514
51.2,-0.005149
51.3,-0.005163
51.4,-0.005162
51.5,-0.005154
51.6,-0.005135
51.7,-0.005124
51.8,-0.005127
51.9,-0.005125
52,-0.00512
52.1,-0.005105
52.2,-0.005089
52.3,-0.005072
52.4,-0.00506
52.5,-0.005056
52.6,-0.00505
52.7,-0.005046
52.8,-0.005029
52.9,-0.005025
53,-0.005024
53.1,-0.005025
53.2,-0.005027
53.3,-0.005023
53.4,-0.005028
53.5,-0.005024
53.6,-0.00503
53.7,-0.005029
53.8,-0.005026
53.9,-0.005019
54,-0.005018
54.1,-0.005025
54.2,-0.005023
54.3,-0.005026
54.4,-0.005022
54.5,-0.005024
54.6,-0.005024
54.7,-0.005022
54.8,-0.005021
54.9,-0.005017
55,-0.00502
55.1,-0.005015
55.2,-0.005018
55.3,-0.005015
55.4,-0.005011
55.5,-0.005043
55.6,-0.005074
55.7,-0.005071
55.8,-0.00505
55.9,-0.005036
56,-0.005021
56.1,-0.005016
56.2,-0.00501
56.3,-0.005002
56.4,-0.004999
56.5,-0.004992
56.6,-0.004995
56.7,-0.00499
56.8,-0.004992
56.9,-0.004985
57,-0.004979
57.1,-0.004975
57.2,-0.004972
57.3,-0.004979
57.4,-0.004979
57.5,-0.004982
57.6,-0.004976
57.7,-0.004975
57.8,-0.004966
57.9,-0.004952
58,-0.004951
58.1,-0.004947
58.2,-0.004953
58.3,-0.004951
58.4,-0.004954
58.5,-0.004952
58.6,-0.00495
58.7,-0.004951
58.8,-0.004948
58.9,-0.004951
59,-0.004948
59.1,-0.004949
59.2,-0.004945
59.3,-0.004947
59.4,-0.004947
59.5,-0.004945
59.6,-0.004946
59.7,-0.004937
59.8,-0.004937
59.9,-0.004933
60,-0.004935
60.1,-0.004934
60.2,-0.004931
60.3,-0.004931
60.4,-0.004925
60.5,-0.004928
60.6,-0.004923
60.7,-0.004923
60.8,-0.004921
60.9,-0.004922
61,-0.004924
61.1,-0.004922
61.2,-0.004926
61.3,-0.004921
61.4,-0.004922
61.5,-0.004919
61.6,-0.004921
61.7,-0.004921
61.8,-0.004918
61.9,-0.004917
62,-0.004911
62.1,-0.004915
62.2,-0.004916
62.3,-0.004942
62.4,-0.004947
62.5,-0.004937
62.6,-0.00493
62.7,-0.00492
62.8,-0.004918
62.9,-0.004913
63,-0.004914
63.1,-0.004912
63.2,-0.004913
63.3,-0.004916
63.4,-0.004935
63.5,-0.00495
63.6,-0.004938
63.7,-0.00493
63.8,-0.004917
63.9,-0.004914
64,-0.004945
64.1,-0.005022
64.2,-0.005003
64.3,-0.004943
64.4,-0.004914
64.5,-0.004896
64.6,-0.00489
64.7,-0.004887
64.8,-0.004887
64.9,-0.004888
65,-0.004887
65.1,-0.004893
65.2,-0.004892
65.3,-0.004894
65.4,-0.004892
65.5,-0.004894
65.6,-0.004895
65.7,-0.004892
65.8,-0.004895
65.9,-0.004892
66,-0.004896
66.1,-0.004892
66.2,-0.004892
66.3,-0.00489
66.4,-0.004886
66.5,-0.004889
66.6,-0.004886
66.7,-0.00489
66.8,-0.004888
66.9,-0.004893
67,-0.004892
67.1,-0.004892
67.2,-0.004893
67.3,-0.004893
67.4,-0.00491
67.5,-0.004912
67.6,-0.004913
67.7,-0.004906
67.8,-0.004905
67.9,-0.004901
68,-0.004895
68.1,-0.004896
68.2,-0.004893
68.3,-0.004898
68.4,-0.004896
68.5,-0.004897
68.6,-0.004896
68.7,-0.0049
68.8,-0.004917
68.9,-0.004911
69,-0.004908
69.1,-0.004904
69.2,-0.004906
69.3,-0.004901
69.4,-0.004898
69.5,-0.004896
69.6,-0.004892
69.7,-0.004919
69.8,-0.004951
69.9,-0.004927
70,-0.004901
70.1,-0.004892
70.2,-0.004886
70.3,-0.004881
70.4,-0.004883
70.5,-0.004881
70.6,-0.004887
70.7,-0.004885
70.8,-0.004887
70.9,-0.004886
71,-0.004885
71.1,-0.004887
71.2,-0.004883
71.3,-0.004887
71.4,-0.004892
71.5,-0.004926
71.6,-0.004924
71.7,-0.004913
71.8,-0.004903
71.9,-0.004892
72,-0.00489
72.1,-0.004882
72.2,-0.004885
72.3,-0.00488
72.4,-0.004881
72.5,-0.00488
72.6,-0.004879
72.7,-0.004882
72.8,-0.004896
72.9,-0.004897
73,-0.004885
73.1,-0.004883
73.2,-0.004878
73.3,-0.004876
73.4,-0.004876
73.5,-0.004873
73.6,-0.004877
73.7,-0.004873
73.8,-0.004879
73.9,-0.004876
74,-0.004879
74.1,-0.004878
74.2,-0.004876
74.3,-0.004879
74.4,-0.004877
74.5,-0.004882
74.6,-0.004878
74.7,-0.00488
74.8,-0.004877
74.9,-0.004877
75,-0.004878
75.1,-0.004875
75.2,-0.004879
75.3,-0.004875
75.4,-0.004878
75.5,-0.004875
75.6,-0.004876
75.7,-0.004876
75.8,-0.004874
75.9,-0.004877
76,-0.004875
76.1,-0.004884
76.2,-0.004884
76.3,-0.004887
76.4,-0.004884
76.5,-0.004881
76.6,-0.004881
76.7,-0.004876
76.8,-0.004878
76.9,-0.004875
77,-0.004876
77.1,-0.004874
77.2,-0.004875
77.3,-0.004875
77.4,-0.004872
77.5,-0.004875
77.6,-0.004871
77.7,-0.004873
77.8,-0.004871
77.9,-0.004873
78,-0.004871
78.1,-0.004869
78.2,-0.004872
78.3,-0.004868
78.4,-0.004872
78.5,-0.004869
78.6,-0.004871
78.7,-0.00487
78.8,-0.004871
78.9,-0.004872
79,-0.004869
79.1,-0.004872
79.2,-0.004869
79.3,-0.004871
79.4,-0.004868
79.5,-0.00487
79.6,-0.004868
79.7,-0.004865
79.8,-0.004868
79.9,-0.004864
80,-0.004869
80.1,-0.004866
80.2,-0.004868
80.3,-0.004867
80.4,-0.004866
80.5,-0.004867
80.6,-0.004862
80.7,-0.004866
80.8,-0.004862
80.9,-0.004867
81,-0.004865
81.1,-0.004867
81.2,-0.004869
81.3,-0.004866
81.4,-0.00487
81.5,-0.004865
81.6,-0.004869
81.7,-0.004866
81.8,-0.004868
81.9,-0.004864
82,-0.004861
82.1,-0.004865
82.2,-0.004863
82.3,-0.004869
82.4,-0.004866
82.5,-0.004869
82.6,-0.004867
82.7,-0.004867
82.8,-0.004868
82.9,-0.004865
83,-0.00487
83.1,-0.004868
83.2,-0.004872
83.3,-0.004868
83.4,-0.00487
83.5,-0.004868
83.6,-0.004865
83.7,-0.004869
83.8,-0.004865
83.9,-0.004869
84,-0.004865
84.1,-0.004867
84.2,-0.004866
84.3,-0.004864
84.4,-0.004866
84.5,-0.004862
84.6,-0.004866
84.7,-0.004863
84.8,-0.004867
84.9,-0.004864
85,-0.004866
85.1,-0.004865
85.2,-0.004862
85.3,-0.004866
85.4,-0.004861
85.5,-0.004865
85.6,-0.004861
85.7,-0.004863
85.8,-0.004863
85.9,-0.004861
86,-0.004864
86.1,-0.00486
86.2,-0.004866
86.3,-0.004863
86.4,-0.004866
86.5,-0.004865
86.6,-0.004864
86.7,-0.004865
86.8,-0.004861
86.9,-0.004864
87,-0.00486
87.1,-0.004863
87.2,-0.00486
87.3,-0.004861
87.4,-0.004862
87.5,-0.004858
87.6,-0.004861
87.7,-0.004857
87.8,-0.004865
87.9,-0.004882
88,-0.004888
88.1,-0.004881
88.2,-0.004873
88.3,-0.004869
88.4,-0.004862
88.5,-0.004864
88.6,-0.00486
88.7,-0.004862
88.8,-0.004859
88.9,-0.004859
89,-0.00486
89.1,-0.004856
89.2,-0.00486
89.3,-0.004856
89.4,-0.004859
89.5,-0.004855
89.6,-0.004855
89.7,-0.004853
89.8,-0.00485
89.9,-0.004853
90,-0.00485
90.1,-0.004854
90.2,-0.004851
90.3,-0.004855
90.4,-0.004853
90.5,-0.004864
90.6,-0.004889
90.7,-0.004881
90.8,-0.004875
90.9,-0.004863
91,-0.004862
91.1,-0.004856
91.2,-0.004857
91.3,-0.004857
91.4,-0.004854
91.5,-0.004891
91.6,-0.004918
91.7,-0.004906
91.8,-0.004883
91.9,-0.004871
92,-0.004861
92.1,-0.004854
92.2,-0.004853
92.3,-0.004847
92.4,-0.00485
92.5,-0.004844
92.6,-0.004848
92.7,-0.004845
92.8,-0.004848
92.9,-0.00485
93,-0.004847
93.1,-0.004851
93.2,-0.004847
93.3,-0.004851
93.4,-0.004848
93.5,-0.004851
93.6,-0.004851
93.7,-0.004848
93.8,-0.004852
93.9,-0.004847
94,-0.004852
94.1,-0.004847
94.2,-0.00485
94.3,-0.004848
94.4,-0.004847
94.5,-0.004848
94.6,-0.004845
94.7,-0.004849
94.8,-0.004847
94.9,-0.00485
95,-0.004847
95.1,-0.004848
95.2,-0.004848
95.3,-0.004845
95.4,-0.00485
95.5,-0.004849
95.6,-0.004889
95.7,-0.004896
95.8,-0.004884
95.9,-0.004869
96,-0.004857
96.1,-0.004853
96.2,-0.004845
96.3,-0.004848
96.4,-0.004844
96.5,-0.004846
96.6,-0.004843
96.7,-0.004844
96.8,-0.004845
96.9,-0.004841
97,-0.004846
97.1,-0.004842
97.2,-0.004847
97.3,-0.004846
97.4,-0.004883
97.5,-0.0049
97.6,-0.004882
97.7,-0.00487
97.8,-0.004854
97.9,-0.004852
98,-0.004844
98.1,-0.004846
98.2,-0.004843
98.3,-0.004842
98.4,-0.004842
98.5,-0.004839
98.6,-0.004842
98.7,-0.004839
98.8,-0.004843
98.9,-0.00484
99,-0.004843
99.1,-0.004842
99.2,-0.00484
99.3,-0.004844
99.4,-0.004841
99.5,-0.004845
99.6,-0.004842
99.7,-0.004846
99.8,-0.004845
99.9,-0.004845
100,-0.004847
100.1,-0.004845
100.2,-0.004848
100.3,-0.004844
100.4,-0.004847
100.5,-0.004845
100.6,-0.00485
100.7,-0.004856
100.8,-0.004854
100.9,-0.004856
101,-0.00485
101.1,-0.004853
101.2,-0.00485
101.3,-0.004852
101.4,-0.00485
101.5,-0.00485
101.6,-0.004863
101.7,-0.00486
101.8,-0.004859
101.9,-0.004852
102,-0.004852
102.1,-0.004849
102.2,-0.004849
102.3,-0.004849
102.4,-0.004846
102.5,-0.00485
102.6,-0.004847
102.7,-0.004851
102.8,-0.004848
102.9,-0.004849
103,-0.004849
103.1,-0.004848
103.2,-0.00485
103.3,-0.004847
103.4,-0.004852
103.5,-0.004848
103.6,-0.004851
103.7,-0.004849
103.8,-0.004848
103.9,-0.004849
104,-0.004847
104.1,-0.00485
104.2,-0.004847
104.3,-0.004851
104.4,-0.004847
104.5,-0.004848
104.6,-0.004848
104.7,-0.004846
104.8,-0.00485
104.9,-0.004847
105,-0.00485
105.1,-0.004848
105.2,-0.004851
105.3,-0.004849
105.4,-0.004847
105.5,-0.004849
105.6,-0.004846
105.7,-0.00485
105.8,-0.004847
105.9,-0.004851
106,-0.004848
106.1,-0.004849
106.2,-0.00485
106.3,-0.004847
106.4,-0.00485
106.5,-0.004846
106.6,-0.00485
106.7,-0.004847
106.8,-0.004848
106.9,-0.004848
107,-0.004847
107.1,-0.004849
107.2,-0.004846
107.3,-0.004849
107.4,-0.004846
107.5,-0.004848
107.6,-0.004847
107.7,-0.004847
107.8,-0.004848
107.9,-0.004844
108,-0.004848
108.1,-0.004844
108.2,-0.004848
108.3,-0.004845
108.4,-0.004846
108.5,-0.004845
108.6,-0.004843
108.7,-0.004847
108.8,-0.004845
108.9,-0.004848
109,-0.004844
109.1,-0.004848
109.2,-0.004846
109.3,-0.004844
109.4,-0.004846
109.5,-0.004844
109.6,-0.004848
109.7,-0.004845
109.8,-0.004848
109.9,-0.004844
110,-0.004846
110.1,-0.004846
110.2,-0.004843
110.3,-0.004846
110.4,-0.004844
110.5,-0.004848
110.6,-0.004845
110.7,-0.004848
110.8,-0.004846
110.9,-0.004844
111,-0.004847
111.1,-0.004845
111.2,-0.00485
111.3,-0.004848
111.4,-0.00485
111.5,-0.004848
111.6,-0.004846
111.7,-0.004848
111.8,-0.004844
111.9,-0.004848
112,-0.004844
112.1,-0.004847
112.2,-0.004845
112.3,-0.004846
112.4,-0.004847
112.5,-0.004844
112.6,-0.004847
112.7,-0.004842
112.8,-0.004847
112.9,-0.004843
113,-0.004845
113.1,-0.004842
113.2,-0.004838
113.3,-0.004838
113.4,-0.004833
113.5,-0.004838
113.6,-0.004837
113.7,-0.004841
113.8,-0.00484
113.9,-0.004842
114,-0.004844
114.1,-0.004841
114.2,-0.004844
114.3,-0.004839
114.4,-0.004843
114.5,-0.00484
114.6,-0.004842
114.7,-0.004842
114.8,-0.004841
114.9,-0.004844
115,-0.004841
115.1,-0.004846
115.2,-0.004842
115.3,-0.004845
115.4,-0.004842
115.5,-0.004842
115.6,-0.004844
115.7,-0.004841
115.8,-0.004845
115.9,-0.004842
116,-0.004846
116.1,-0.004842
116.2,-0.004845
116.3,-0.004844
116.4,-0.004841
116.5,-0.004845
116.6,-0.004842
116.7,-0.004845
116.8,-0.004842
116.9,-0.004844
117,-0.004842
117.1,-0.004841
117.2,-0.004844
117.3,-0.00484
117.4,-0.004845
117.5,-0.004842
117.6,-0.004846
117.7,-0.004844
117.8,-0.004845
117.9,-0.004846
118,-0.004843
118.1,-0.004846
118.2,-0.004842
118.3,-0.004847
118.4,-0.004847
118.5,-0.004856
118.6,-0.004893
118.7,-0.004894
118.8,-0.004881
118.9,-0.004863
119,-0.004857
119.1,-0.004847
119.2,-0.004846
119.3,-0.004842
119.4,-0.00484
119.5,-0.004841
119.6,-0.004838
119.7,-0.004842
119.8,-0.004838
119.9,-0.004841
120,-0.004838
120.1,-0.004839
120.2,-0.00484
120.3,-0.004836
120.4,-0.004841
120.5,-0.004836
120.6,-0.00484
120.7,-0.004838
120.8,-0.00484
120.9,-0.004839
121,-0.004838
121.1,-0.004842
121.2,-0.004839
121.3,-0.004843
121.4,-0.00484
121.5,-0.004843
121.6,-0.004841
121.7,-0.004842
121.8,-0.004841
121.9,-0.004837
122,-0.004842
122.1,-0.004838
122.2,-0.004844
122.3,-0.00484
122.4,-0.004842
122.5,-0.004842
122.6,-0.004839
122.7,-0.004843
122.8,-0.004837
122.9,-0.004842
123,-0.004839
123.1,-0.004843
123.2,-0.00484
123.3,-0.00484
123.4,-0.004842
123.5,-0.004837
123.6,-0.004843
123.7,-0.004837
123.8,-0.004841
123.9,-0.004839
124,-0.004841
124.1,-0.004841
124.2,-0.004838
124.3,-0.004842
124.4,-0.004838
124.5,-0.004844
124.6,-0.004841
124.7,-0.004843
124.8,-0.004841
124.9,-0.00484
125,-0.004843
125.1,-0.004839
125.2,-0.004843
125.3,-0.004839
125.4,-0.004842
125.5,-0.00484
125.6,-0.00484
125.7,-0.004841
125.8,-0.004836
125.9,-0.004841
126,-0.004837
126.1,-0.00484
126.2,-0.004836
126.3,-0.00484
126.4,-0.004841
126.5,-0.004839
126.6,-0.004844
126.7,-0.00484
126.8,-0.004844
126.9,-0.00484
127,-0.004841
127.1,-0.004838
127.2,-0.004837
127.3,-0.00484
127.4,-0.004836
127.5,-0.004841
127.6,-0.004837
127.7,-0.004841
127.8,-0.004839
127.9,-0.004839
128,-0.00484
128.1,-0.004837
128.2,-0.004841
128.3,-0.004837
128.4,-0.004842
128.5,-0.004839
128.6,-0.00484
128.7,-0.004837
128.8,-0.004837
128.9,-0.00484
129,-0.004835
129.1,-0.004841
129.2,-0.004836
129.3,-0.00484
129.4,-0.004838
129.5,-0.004838
129.6,-0.004838
129.7,-0.004833
129.8,-0.00484
129.9,-0.004836
130,-0.004841
130.1,-0.004837
130.2,-0.004839
130.3,-0.004837
130.4,-0.004834
130.5,-0.004839
130.6,-0.004834
130.7,-0.00484
130.8,-0.004836
130.9,-0.00484
131,-0.004838
131.1,-0.004837
131.2,-0.004839
131.3,-0.004835
131.4,-0.00484
131.5,-0.004835
131.6,-0.00484
131.7,-0.004836
131.8,-0.004838
131.9,-0.004837
132,-0.004835
132.1,-0.004839
132.2,-0.004834
132.3,-0.004838
132.4,-0.004836
132.5,-0.00484
132.6,-0.004839
132.7,-0.004837
132.8,-0.004841
132.9,-0.004837
133,-0.004841
133.1,-0.004835
133.2,-0.00484
133.3,-0.004838
133.4,-0.004839
133.5,-0.00484
133.6,-0.004836
133.7,-0.00484
133.8,-0.004836
133.9,-0.004841
134,-0.004836
134.1,-0.004838
134.2,-0.004838
134.3,-0.004836
134.4,-0.00484
134.5,-0.004835
134.6,-0.004839
134.7,-0.004836
134.8,-0.004839
134.9,-0.004838
135,-0.004837
135.1,-0.004839
135.2,-0.004835
135.3,-0.004841
135.4,-0.004837
135.5,-0.004839
135.6,-0.004837
135.7,-0.004838
135.8,-0.004839
135.9,-0.004837
136,-0.004841
136.1,-0.004836
136.2,-0.004842
136.3,-0.004837
136.4,-0.004838
136.5,-0.004838
136.6,-0.004836
136.7,-0.00484
136.8,-0.004835
136.9,-0.00484
137,-0.004836
137.1,-0.004838
137.2,-0.004837
137.3,-0.004836
137.4,-0.004838
137.5,-0.004835
137.6,-0.00484
137.7,-0.004837
137.8,-0.004841
137.9,-0.004838
138,-0.004838
138.1,-0.004838
138.2,-0.004835
138.3,-0.00484
138.4,-0.004836
138.5,-0.004841
138.6,-0.004838
138.7,-0.004841
138.8,-0.004839
138.9,-0.004838
139,-0.004841
139.1,-0.004836
139.2,-0.004843
139.3,-0.00484
139.4,-0.004843
139.5,-0.004841
139.6,-0.004842
139.7,-0.004844
139.8,-0.00484
139.9,-0.004843
140,-0.00484
140.1,-0.004845
140.2,-0.004844
140.3,-0.004847
140.4,-0.004846
140.5,-0.004847
140.6,-0.004852
140.7,-0.004848
140.8,-0.00485
140.9,-0.004847
141,-0.00485
141.1,-0.004848
141.2,-0.004847
141.3,-0.004853
141.4,-0.004881
141.5,-0.004889
141.6,-0.004872
141.7,-0.004862
141.8,-0.004854
141.9,-0.00485
142,-0.004848
142.1,-0.004843
142.2,-0.004846
142.3,-0.004843
142.4,-0.004846
142.5,-0.004844
142.6,-0.004846
142.7,-0.004845
142.8,-0.004843
